ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
yumc,Yum China Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/5273b318-81c3-11ea-a69e-00000000092a.png,http://www.yumchina.com,B,Medium,B,Medium,B,Medium,205,217,220,642,11-06-2022,B,Medium,1673358
trox,Tronox Holdings PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/cae7770c-80cc-11ea-b95f-00000000092a.png,https://www.tronox.com/,A,High,BB,Medium,BB,Medium,503,320,300,1123,19-04-2022,BBB,High,1530804
zepp,Zepp Health Corp,CNY,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/76bf855dbc6faa67fab51387ffafd3120d58e1bb6a8c9a59e6d6a992d3e7b8be.png,http://www.huami.com,B,Medium,B,Medium,B,Medium,202,210,295,707,11-06-2022,B,Medium,1720446
zev,Lightning eMotors Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/35ad49c91c00e7e5492b59000199a0ef966c447d105e5ad26ba84e1f5f00fe23.png,https://lightningemotors.com/,A,High,BB,Medium,B,Medium,535,391,240,1166,11-06-2022,BBB,High,1802749
zuo,Zuora Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/181c3c26-80db-11ea-901d-00000000092a.png,https://www.zuora.com/,B,Medium,B,Medium,B,Medium,240,234,200,674,24-09-2022,B,Medium,1423774
zim,ZIM Integrated Shipping Services Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Marine,https://static.finnhub.io/logo/d067c52d242ed7ab58d82a81df7769e0e538d507b68b153fb1c9a18eb67ecd2b.png,https://www.zim.com,BB,Medium,BB,Medium,BB,Medium,329,351,320,1000,20-04-2022,BBB,High,1654126
zyme,Zymeworks Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Biotechnology,https://static.finnhub.io/logo/d5054e357d522c9adb02dc0fb5076d2c88ce7defd56e0d136dafed54f38fd964.png,https://www.zymeworks.com/,B,Medium,BB,Medium,BB,Medium,240,326,305,871,11-06-2022,BB,Medium,1403752
zws,Zurn Elkay Water Solutions Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/166822dc-80c9-11ea-b523-00000000092a.png,https://zurnwatersolutions.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,11-06-2022,BBB,High,1439288
you,Clear Secure Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/54e1fcbc5be1e30e25364dc60f26bb7ff35678bc4bd277c164593937d62718b2.png,https://www.clearme.com,A,High,B,Medium,B,Medium,515,278,205,998,21-04-2022,BBB,High,1856314
zen,Zendesk Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/bf9c78c0-80cf-11ea-aefc-00000000092a.png,http://www.zendesk.com/,A,High,BB,Medium,BB,Medium,515,338,320,1173,20-04-2022,BBB,High,1463172
plxs,Plexus Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/4786a932a20c2a53d2721dc74a687b047183c4a86ca554dbf0aa010120abeaa4.png,https://www.plexus.com/en-us/,A,High,BB,Medium,BB,Medium,510,300,300,1110,18-04-2022,BBB,High,785786
ship,Seanergy Maritime Holdings Corp,USD,NASDAQ NMS - GLOBAL MARKET,Marine,https://static.finnhub.io/logo/799d248c-80df-11ea-baa5-00000000092a.png,http://www.seanergymaritime.com/,BB,Medium,BB,Medium,BB,Medium,345,300,305,950,19-04-2022,BBB,High,1448397
shls,Shoals Technologies Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/3261c706cc0abbd34b8264351bbbf49ecc401561c39af9c3e0c1f0bf92b4833b.png,https://www.shoals.com/,B,Medium,B,Medium,BB,Medium,285,280,300,865,10-06-2022,BB,Medium,1831651
shoo,Steven Madden Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/96d214d4-80e0-11ea-a2f8-00000000092a.png,https://www.stevemadden.com/,A,High,B,Medium,BB,Medium,508,231,300,1039,19-04-2022,BBB,High,913241
shyf,Shyft Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,https://static.finnhub.io/logo/11778ef179dac4928d23461b3133c371a91f9d677da3fd90f72f07f7f34a8dc5.png,https://theshyftgroup.com/,A,High,BB,Medium,B,Medium,510,303,275,1088,10-06-2022,BBB,High,743238
sibn,SI-BONE Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/06d1023edd1a769478b8f9546405855f3ef7a8b662f130c336cd801d4e17618a.png,https://si-bone.com/,B,Medium,B,Medium,B,Medium,220,228,210,658,10-06-2022,B,Medium,1459839
sieb,Siebert Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/95a8686e-80e0-11ea-aad2-00000000092a.png,https://www.siebert.com/,BB,Medium,B,Medium,B,Medium,300,299,235,834,19-04-2022,BB,Medium,65596
plya,Playa Hotels & Resorts NV,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/c97cc0f6-80db-11ea-811d-00000000092a.png,https://www.playaresorts.com/,B,Medium,B,Medium,B,Medium,210,200,205,615,10-06-2022,B,Medium,1692412
wwe,World Wrestling Entertainment Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/c85897976e6d121d3414864347aca8c1fa620453a2727bb30f6b89b8fdfc1098.png,https://corporate.wwe.com/,B,Medium,BB,Medium,BB,Medium,275,332,315,922,20-04-2022,BBB,High,1091907
pmcb,PharmaCyte Biotech Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/6be6c540-80f3-11ea-8213-00000000092a.png,http://pharmacyte.com/,B,Medium,B,Medium,BB,Medium,220,202,300,722,18-04-2022,B,Medium,1157075
www,Wolverine World Wide Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/2a65cdf0f3735b8dbbeeeec6f7c7d02cfe8ac7237d3f9c2eda2e6d035b8835e5.png,https://www.wolverineworldwide.com/,BB,Medium,B,Medium,BB,Medium,390,298,308,996,20-04-2022,BBB,High,110471
xhr,Xenia Hotels & Resorts Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/8de05614cc27f3a2ac51dce15cd2ddff7af1f25fdbf8568e132ec4baa5049b8e.png,https://xeniareit.com/,B,Medium,B,Medium,B,Medium,260,263,236,759,20-04-2022,BB,Medium,1616000
x,United States Steel Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,https://static.finnhub.io/logo/ac65e7a8-80ec-11ea-ae7c-00000000092a.png,https://www.ussteel.com/,A,High,BB,Medium,BB,Medium,535,364,300,1199,19-04-2022,BBB,High,1163302
xpev,Xpeng Inc,CNY,"NEW YORK STOCK EXCHANGE, INC.",Automobiles,https://static.finnhub.io/logo/a051163b4bc9dd4531cecd3b4563cb4fbae4dfcca2a14cc34ad546c2b38c5389.png,https://www.xpeng.no,B,Medium,B,Medium,B,Medium,215,208,200,623,11-06-2022,B,Medium,1810997
xpo,XPO Logistics Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,https://static.finnhub.io/logo/67e2a608-826a-11ea-949d-00000000092a.png,https://www.xpo.com/,A,High,BB,Medium,BB,Medium,560,318,300,1178,20-04-2022,BBB,High,1166003
xin,Xinyuan Real Estate Co Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/adc7e60a-80ec-11ea-a045-00000000092a.png,http://ir.xyre.com/,B,Medium,B,Medium,BB,Medium,205,242,300,747,20-04-2022,B,Medium,1398453
xl,XL Fleet Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,https://static.finnhub.io/logo/c558526758aff6a234567f3ff1de8e2a1b357086485584308144a5592644ce0e.png,https://xlfleet.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,22-04-2022,B,Medium,1772720
xyf,X Financial,CNY,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/d39b1610-81ce-11ea-a434-00000000092a.png,https://www.xiaoyinggroup.com/,B,Medium,B,Medium,B,Medium,215,205,200,620,11-06-2022,B,Medium,1725033
y,Alleghany Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/87524d2a27c268d431041ce0a4d5e2f774512dddcaf1aa1629a2b711ec0cdea7.png,https://www.alleghany.com/,B,Medium,B,Medium,BB,Medium,215,240,300,755,16-04-2022,BB,Medium,775368
yala,Yalla Group Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,https://static.finnhub.io/logo/94c350149330c8859cdb82394848c771d0569361dc8e2688e1bad4c22c7629d6.png,https://www.yallagroup.com/#/home,B,Medium,B,Medium,B,Medium,233,244,220,697,11-06-2022,B,Medium,1794350
wts,Watts Water Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/aa2f1922-80ec-11ea-b91b-00000000092a.png,https://www.watts.com/,BBB,High,BB,Medium,B,Medium,420,303,210,933,19-04-2022,BBB,High,795403
sien,Sientra Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/9ee55218-80d0-11ea-9a00-00000000092a.png,http://sientra.com/,B,Medium,BB,Medium,B,Medium,219,308,236,763,19-04-2022,BB,Medium,1551693
hain,Hain Celestial Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,https://static.finnhub.io/logo/1b3dedc6-80e0-11ea-ae2a-00000000092a.png,https://www.hain.com/,A,High,BB,Medium,BB,Medium,520,302,305,1127,17-04-2022,BBB,High,910406
mtc,MMTEC Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/12f9059e-81d4-11ea-9b70-00000000092a.png,https://www.51mm.com/,B,Medium,B,Medium,BB,Medium,221,225,305,751,20-04-2022,BB,Medium,1742518
mtcr,Metacrine Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/b99ae0480d35baa3abd44cf7f3a58ee33cec963d4a16d93450e4df52683c5a32.png,https://www.metacrine.com,B,Medium,B,Medium,BB,Medium,210,207,330,747,10-06-2022,B,Medium,1634379
mtem,Molecular Templates Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/b628a328-80e0-11ea-ae1f-00000000092a.png,https://mtem.com/,BB,Medium,BB,Medium,BB,Medium,360,325,320,1005,10-06-2022,BBB,High,1183765
mtls,Materialise NV,EUR,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/d0dfa200-80cf-11ea-90b4-00000000092a.png,http://www.materialise.com,A,High,BB,Medium,BB,Medium,505,301,300,1106,18-04-2022,BBB,High,1091223
mtex,Mannatech Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,https://static.finnhub.io/logo/8ac4ebd9873103f5885f174ae8773f5fe25e1cd18d4baf369f1928961c202d62.png,https://us.mannatech.com/,B,Medium,B,Medium,B,Medium,200,260,230,690,18-04-2022,B,Medium,1056358
mtrx,Matrix Service Co,USD,NASDAQ NMS - GLOBAL MARKET,Construction,https://static.finnhub.io/logo/13c284070f5d7107a345b370190b26682734effb47965ee5534d78a58f48bcce.png,https://www.matrixservicecompany.com/,A,High,BB,Medium,B,Medium,589,390,277,1256,18-04-2022,A,High,866273
halo,Halozyme Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/ecd60c64-80df-11ea-9c85-00000000092a.png,https://www.halozyme.com/,A,High,BB,Medium,BB,Medium,510,302,315,1127,17-04-2022,BBB,High,1159036
hall,Hallmark Financial Services Inc,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,https://static.finnhub.io/logo/fd68ca2c-80df-11ea-b8c2-00000000092a.png,http://www.hallmarkgrp.com/,B,Medium,B,Medium,BB,Medium,215,233,300,748,17-04-2022,B,Medium,819913
mvbf,MVB Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/45ba96829f0302c20d3455c565aba295243a3c565cb9a67c24d80d4b8dde4ae1.png,https://ir.mvbbanking.com/CorporateProfile/,B,Medium,B,Medium,B,Medium,210,215,215,640,18-04-2022,B,Medium,1277902
mvst,Microvast Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,https://static.finnhub.io/logo/56accc4323ac6010d7cab3618df10f204a7b8350b68e8e17bbcf2a9f80600386.png,https://microvast.com/,B,Medium,B,Medium,B,Medium,225,282,210,717,11-06-2022,B,Medium,1760689
mvis,MicroVision Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/4ef2e4ae-80e1-11ea-a26e-00000000092a.png,https://www.microvision.com/,BBB,High,BB,Medium,BB,Medium,451,300,330,1081,18-04-2022,BBB,High,65770
mxct,MaxCyte Inc,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,https://static.finnhub.io/logo/c6e6e9be-80d3-11ea-8ffb-00000000092a.png,https://www.maxcyte.com/,B,Medium,BB,Medium,B,Medium,220,300,248,768,21-04-2022,BB,Medium,1287098
mygn,Myriad Genetics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/4e7a8ca2-80e1-11ea-a073-00000000092a.png,https://myriad.com/,BB,Medium,BB,Medium,B,Medium,353,321,294,968,18-04-2022,BBB,High,899923
myfw,First Western Financial Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/d63d720da2c1ce27b4068a766f28f8af83b975b495e048f59d59b3f6e363a5e4.png,https://myfw.gcs-web.com/,BB,Medium,BB,Medium,B,Medium,351,300,235,886,10-06-2022,BB,Medium,1327607
mxl,Maxlinear Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/698085653aaaf77ffaf721bb1fc5a549ca4e9fc91bbb6b823d6e4a689c939334.png,https://www.maxlinear.com/,A,High,BB,Medium,BB,Medium,535,325,335,1195,18-04-2022,BBB,High,1288469
mymd,MyMD Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,https://static.finnhub.io/logo/5db2dee6-80cf-11ea-a23b-00000000092a.png,https://ir.mymd.com/,B,Medium,B,Medium,B,Medium,205,257,230,692,11-06-2022,B,Medium,1321834
myps,Playstudios Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,https://static.finnhub.io/logo/5295b962ca5b082296591d3bf503c720c413df08af470dca3bde1a037ec9f783.png,https://aciesacq.com/,B,Medium,B,Medium,B,Medium,205,202,200,607,11-06-2022,B,Medium,1823878
mttr,Matterport Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static4.finnhub.io/file/publicdatany2/stock_logo/MTTR_5077893451.png,https://matterport.com/,BB,Medium,BB,Medium,B,Medium,346,325,260,931,11-06-2022,BBB,High,1819394
mtsi,MACOM Technology Solutions Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/d6dcdae6-80cb-11ea-b59b-00000000092a.png,https://www.macom.com/,BB,Medium,BB,Medium,B,Medium,377,309,255,941,18-04-2022,BBB,High,1493594
clro,Clearone Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,https://static.finnhub.io/logo/2eb1181c-80e0-11ea-866e-00000000092a.png,http://www.clearone.com/,BB,Medium,B,Medium,B,Medium,370,228,210,808,16-04-2022,BB,Medium,840715
clsn,Celsion Corp,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/62e5ff86-80fc-11ea-974e-00000000092a.png,http://celsion.com/,B,Medium,B,Medium,BB,Medium,255,214,300,769,16-04-2022,BB,Medium,749647
gure,Gulf Resources Inc,USD,NASDAQ NMS - GLOBAL MARKET,Chemicals,https://static.finnhub.io/logo/f43b6b8a-828d-11ea-be9e-00000000092a.png,http://www.gulfresourcesinc.com/,BBB,High,B,Medium,BB,Medium,408,206,300,914,17-04-2022,BBB,High,885462
gvp,GSE Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/57b65608-80df-11ea-bafd-00000000092a.png,http://www.gses.com/,A,High,BB,Medium,B,Medium,505,307,245,1057,17-04-2022,BBB,High,944480
gyro,Gyrodyne LLC,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,,http://www.gyrodyne.com/,B,Medium,B,Medium,B,Medium,240,206,240,686,17-04-2022,B,Medium,1589061
gwrs,Global Water Resources Inc,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,https://static.finnhub.io/logo/073b07d78f30190099a57fb66df825b0afbbccb6bb3d3b3389564acaabce4942.png,https://www.gwresources.com,BB,Medium,B,Medium,B,Medium,367,297,235,899,17-04-2022,BB,Medium,1434728
ha,Hawaiian Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Airlines,https://static.finnhub.io/logo/e1f8d338-80e0-11ea-9ce9-00000000092a.png,https://www.hawaiianairlines.com/,B,Medium,BB,Medium,B,Medium,200,321,200,721,17-04-2022,B,Medium,1172222
clsk,CleanSpark Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/e76a9728-80d9-11ea-9ab3-00000000092a.png,https://cleanspark.com/,A,High,BB,Medium,BB,Medium,570,326,310,1206,10-06-2022,A,High,827876
clsd,Clearside Biomedical Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,https://static.finnhub.io/logo/11294928-80d4-11ea-bfe2-00000000092a.png,http://clearsidebio.com/,B,Medium,B,Medium,B,Medium,215,230,200,645,26-07-2022,B,Medium,1539029
haac,Health Assurance Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,N/A,https://static.finnhub.io/logo/10782d05345d090968318541e01749311cc3c39a659e56b85eb2b4b525417568.png,https://www.healthassuranceacqcorp.com/,B,Medium,B,Medium,BB,Medium,200,258,300,758,10-06-2022,BB,Medium,1824013
hafc,Hanmi Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/a38560a59c08d9820f0441540b932c2852bdac825c5ec9809f6272a278da20d4.png,https://investors.hanmi.com/,B,Medium,B,Medium,B,Medium,250,207,233,690,17-04-2022,B,Medium,1109242
clst,Catalyst Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,,,B,Medium,BB,Medium,B,Medium,260,350,267,877,11-06-2022,BB,Medium,1849867
clwt,Euro Tech Holdings Company Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Trading Companies and Distributors,,,B,Medium,B,Medium,B,Medium,230,201,210,641,17-04-2022,B,Medium,1026662
clxt,Calyxt Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/97c944fe-80db-11ea-b039-00000000092a.png,http://www.calyxt.com/,A,High,BB,Medium,BB,Medium,535,322,325,1182,10-06-2022,BBB,High,1705843
cmbm,Cambium Networks Corp,USD,NASDAQ NMS - GLOBAL MARKET,Communications,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CMBM.svg,,A,High,BB,Medium,BB,Medium,505,337,300,1142,10-06-2022,BBB,High,1738177
cmco,Columbus McKinnon Corp,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,https://static.finnhub.io/logo/18ae4a40-80e0-11ea-a0be-00000000092a.png,https://www.columbusmckinnon.com/,B,Medium,BB,Medium,B,Medium,200,323,240,763,16-04-2022,BB,Medium,1005229
evk,Ever-Glory International Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Textiles Apparel and Luxury Goods,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EVK.svg,http://www.everglorygroup.com,B,Medium,B,Medium,B,Medium,200,211,210,621,17-04-2022,B,Medium,943184
clvs,Clovis Oncology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/4a95bb1a-80cb-11ea-a08d-00000000092a.png,https://clovisoncology.com/,B,Medium,B,Medium,BB,Medium,225,212,300,737,16-04-2022,B,Medium,1466301
clvr,Clever Leaves Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,,,B,Medium,B,Medium,B,Medium,225,243,205,673,10-06-2022,B,Medium,1819615
happ,Happiness Development Group Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HAPP.svg,http://www.happ.org.cn/,B,Medium,B,Medium,BB,Medium,225,207,300,732,10-06-2022,B,Medium,1751876
hbcp,Home Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,https://static.finnhub.io/logo/3a00ecdbf3696314778776f1cf99feac118b8f15cae98dc6bd3c65e519783a19.png,https://www.home24bank.com/,B,Medium,B,Medium,B,Medium,230,202,200,632,17-04-2022,B,Medium,1436425
hbio,Harvard Bioscience Inc,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,https://static.finnhub.io/logo/2afc8d68-80e0-11ea-a78b-00000000092a.png,https://www.harvardbioscience.com/,B,Medium,B,Medium,BB,Medium,250,221,300,771,17-04-2022,BB,Medium,1123494
hbnc,Horizon Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/b81a60c122a2a1d66ce8a8259aa0c3035ddeeab3ba5202e8ece90978b4b25260.png,https://www.horizonbank.com/,B,Medium,BB,Medium,B,Medium,255,321,233,809,17-04-2022,BB,Medium,706129
hbt,HBT Financial Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/ce6355c1d526b568214a46222e9a9152cbca3d0ff2a56c6abd8e43a7e9099103.png,https://ir.hbtfinancial.com/investor-relations,B,Medium,B,Medium,BB,Medium,245,275,300,820,10-06-2022,BB,Medium,775215
hcat,Health Catalyst Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/3674581a-80da-11ea-8625-00000000092a.png,https://www.healthcatalyst.com/,A,High,BB,Medium,BB,Medium,545,324,320,1189,10-06-2022,BBB,High,1636422
hcar,Healthcare Services Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,N/A,https://static.finnhub.io/logo/5de446295c78d793f321802ddf19b35eb0b0dcad6fd702aea8f76cdb18ba2bea.png,https://www.healthcarespac.com/,B,Medium,B,Medium,BB,Medium,245,205,300,750,10-06-2022,BB,Medium,1824846
harp,Harpoon Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/d8161c70-81d3-11ea-bb1a-00000000092a.png,https://www.harpoontx.com/,BBB,High,BB,Medium,BB,Medium,485,300,310,1095,10-06-2022,BBB,High,1708493
hayn,Haynes International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Metals and Mining,https://static.finnhub.io/logo/99f0a598-80e0-11ea-b586-00000000092a.png,https://www.haynesintl.com/,A,High,BB,Medium,BB,Medium,500,301,300,1101,17-04-2022,BBB,High,858655
pnbk,Patriot National Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/2d926042-80e1-11ea-bae6-00000000092a.png,https://bankpatriot.com/,B,Medium,BB,Medium,B,Medium,205,302,210,717,18-04-2022,B,Medium,1098146
hcdi,Harbor Custom Development Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,https://static.finnhub.io/logo/5411ca1c162326159abc51913794bd21176437876133e6cc2c36fcccd2df0e57.png,https://harborcustomhomes.com/,B,Medium,B,Medium,B,Medium,222,221,208,651,10-06-2022,B,Medium,1784567
hcci,Heritage-Crystal Clean Inc,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services and Supplies,https://static.finnhub.io/logo/55073054-80e0-11ea-adcc-00000000092a.png,https://www.crystal-clean.com/,A,High,BBB,High,BB,Medium,525,400,300,1225,17-04-2022,A,High,1403431
pnfp,Pinnacle Financial Partners Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/2afb0138-80e1-11ea-821c-00000000092a.png,https://www.pnfp.com/,B,Medium,BB,Medium,B,Medium,271,328,250,849,08-11-2022,BB,Medium,1115055
pnt,POINT Biopharma Global Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,,https://www.pointbiopharma.com/,BB,Medium,B,Medium,B,Medium,320,221,285,826,11-06-2022,BB,Medium,1811764
poai,Predictive Oncology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/ac0ee7f0-80d2-11ea-bd34-00000000092a.png,https://predictive-oncology.com/,B,Medium,B,Medium,B,Medium,278,297,220,795,10-06-2022,BB,Medium,1446159
pola,Polar Power Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/09caf854-81d9-11ea-8a6b-00000000092a.png,https://polarpower.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,05-06-2022,B,Medium,1622345
podd,Insulet Corp,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/bd79a7d8-826a-11ea-ba18-00000000092a.png,https://www.omnipod.com,B,Medium,B,Medium,B,Medium,215,233,205,653,07-11-2022,B,Medium,1145197
powi,Power Integrations Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/3a69d1d8-80e0-11ea-bdda-00000000092a.png,https://www.power.com/,A,High,B,Medium,BB,Medium,575,285,305,1165,08-11-2022,BBB,High,833640
poww,Ammo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Leisure Products,https://static.finnhub.io/logo/8decc6ca0564a89b50b985b73c3a3e17a402a1bec36567fa2649259eb21478db.png,https://ammoinc.com/,B,Medium,B,Medium,B,Medium,233,224,200,657,02-08-2022,B,Medium,1015383
pnrg,Primeenergy Resources Corp,USD,NASDAQ NMS - GLOBAL MARKET,Energy,,http://www.primeenergy.com/,B,Medium,B,Medium,B,Medium,200,200,260,660,08-11-2022,B,Medium,56868
pntg,Pennant Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,https://static.finnhub.io/logo/a5056f5c-81d2-11ea-80af-00000000092a.png,https://www.pennantgroup.com/,B,Medium,BB,Medium,B,Medium,245,306,200,751,10-06-2022,BB,Medium,1766400
ppbi,Pacific Premier Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,https://static.finnhub.io/logo/39fe4f30-80e0-11ea-942b-00000000092a.png,https://investors.ppbi.com/,A,High,BB,Medium,BB,Medium,565,328,315,1208,08-11-2022,A,High,1028918
ppih,Perma-Pipe International Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,https://static.finnhub.io/logo/e963d356e0f2d994c438d84f1178d410188d07abe007ec02a410fc231e59af43.png,https://www.permapipe.com/,A,High,B,Medium,BB,Medium,500,260,300,1060,10-06-2022,BBB,High,914122
